Entity,Code,Year,Per capita energy use (kg oil equivalent per year) (kWh),Share of people in extreme poverty (%) (%),Total population (Gapminder)
Belize,BLZ,1994,,9.9,214153
Belize,BLZ,1995,,,220311
Belize,BLZ,1996,,13.3,226403
Belize,BLZ,1997,,16,232446
Belize,BLZ,1998,,15.1,238457
Belize,BLZ,1999,,14.9,244471
Belize,BLZ,2000,,,250512
Belize,BLZ,2001,,,256582
Belize,BLZ,2002,,,262667
Belize,BLZ,2003,,,268760
Belize,BLZ,2004,6529.235137944649,,274855
Belize,BLZ,2005,6609.890672380741,,280947
Belize,BLZ,2006,6880.070989554495,,287035
Belize,BLZ,2007,6937.3037495769195,,293124
Belize,BLZ,2008,,,299237
Belize,BLZ,2009,,,305398
Belize,BLZ,2010,,,311627
Belize,BLZ,2011,,,317928
Belize,BLZ,2012,,,324292
Belize,BLZ,2013,,,330721
Benin,BEN,1800,,,636559
Benin,BEN,1820,,,636559
Benin,BEN,1950,,,2255222
Benin,BEN,1951,,,2258097
Benin,BEN,1952,,,2264492
Benin,BEN,1953,,,2274125
Benin,BEN,1954,,,2286767
Benin,BEN,1955,,,2302243
Benin,BEN,1956,,,2320433
Benin,BEN,1957,,,2341271
Benin,BEN,1958,,,2364737
Benin,BEN,1959,,,2390851
Benin,BEN,1960,,,2419644
Benin,BEN,1961,,,2451123
Benin,BEN,1962,,,2485248
Benin,BEN,1963,,,2521922
Benin,BEN,1964,,,2561022
Benin,BEN,1965,,,2602490
Benin,BEN,1966,,,2646310
Benin,BEN,1967,,,2692610
Benin,BEN,1968,,,2741672
Benin,BEN,1969,,,2793872
Benin,BEN,1970,,,2849508
Benin,BEN,1971,4317.346981695721,,2908713
Benin,BEN,1972,4422.634776891716,,2971515
Benin,BEN,1973,4416.163504540452,,3037990
Benin,BEN,1974,4408.185415001267,,3108179
Benin,BEN,1975,4429.356415372575,,3182130
Benin,BEN,1976,4189.540465939466,,3259918
Benin,BEN,1977,4228.917234294832,,3341618
Benin,BEN,1978,4281.958175768139,,3427274
Benin,BEN,1979,4241.0899990769685,,3516917
Benin,BEN,1980,4231.761705493294,,3610578
Benin,BEN,1981,4110.771940102526,,3708675
Benin,BEN,1982,4136.412376257538,,3811326
Benin,BEN,1983,4134.004775802868,,3917941
Benin,BEN,1984,4116.2815845481855,,4027682
Benin,BEN,1985,4193.333674574341,,4140176
Benin,BEN,1986,4112.052933972624,,4254522
Benin,BEN,1987,4048.8593252475066,,4371470
Benin,BEN,1988,4031.2255427734513,,4494242
Benin,BEN,1989,3930.852152772938,,4627194
Benin,BEN,1990,3880.9097064655634,,4773137
Benin,BEN,1991,3809.2881618192405,,4934077
Benin,BEN,1992,3769.834088018631,,5108335
Benin,BEN,1993,3725.71309380718,,5290562
Benin,BEN,1994,3678.494130432496,,5473217
Benin,BEN,1995,3637.41392430656,,5651141
Benin,BEN,1996,4104.46172537137,,5821985
Benin,BEN,1997,4131.421874131888,,5988093
Benin,BEN,1998,3956.545496977324,,6154708
Benin,BEN,1999,4007.254428131154,,6329476
Benin,BEN,2000,3358.377025993928,,6517810
Benin,BEN,2001,3465.213394372802,,6721337
Benin,BEN,2002,3605.7620822124227,,6937985
Benin,BEN,2003,3689.017371723235,48.8,7164976
Benin,BEN,2004,3737.3623484581376,,7397985
Benin,BEN,2005,3641.4263629501756,,7633757
Benin,BEN,2006,4173.990051717823,,7871707
Benin,BEN,2007,4410.419602329612,,8112573
Benin,BEN,2008,4382.878104146343,,8355980
Benin,BEN,2009,4471.120706482695,,8601771
Benin,BEN,2010,4618.695571023713,,8849892
Benin,BEN,2011,4614.462870061119,53.1,9099922
Benin,BEN,2012,4648.279991283938,,9351838
Benin,BEN,2013,4724.731420044941,,9606534
Benin,BEN,2014,4847.334749918151,,
Benin,BEN,2015,,49.6,
Bermuda,BMU,1730,,,8774
Bermuda,BMU,1800,,,9692
Bermuda,BMU,1822,,,10000
Bermuda,BMU,1833,,,9125
Bermuda,BMU,1834,,,8118
Bermuda,BMU,1843,,,10000
Bermuda,BMU,1851,,,11000
Bermuda,BMU,1861,,,12000
Bermuda,BMU,1871,,,12000
Bermuda,BMU,1881,,,14000
Bermuda,BMU,1891,,,15000
Bermuda,BMU,1901,,,18000
Bermuda,BMU,1911,,,19000
Bermuda,BMU,1921,,,20000
Bermuda,BMU,1931,,,28000
Bermuda,BMU,1939,,,31000
Bermuda,BMU,1950,,,37260
Bermuda,BMU,1951,,,37793
Bermuda,BMU,1952,,,38424
Bermuda,BMU,1953,,,39122
Bermuda,BMU,1954,,,39865
Bermuda,BMU,1955,,,40637
Bermuda,BMU,1956,,,41426
Bermuda,BMU,1957,,,42228
Bermuda,BMU,1958,,,43041
Bermuda,BMU,1959,,,43868
Bermuda,BMU,1960,,,44713
Bermuda,BMU,1961,,,45573
Bermuda,BMU,1962,,,46436
Bermuda,BMU,1963,,,47286
Bermuda,BMU,1964,,,48092
Bermuda,BMU,1965,,,48839
Bermuda,BMU,1966,,,49516
Bermuda,BMU,1967,,,50128
Bermuda,BMU,1968,,,50690
Bermuda,BMU,1969,,,51230
Bermuda,BMU,1970,,,51765
Bermuda,BMU,1971,,,52301
Bermuda,BMU,1972,,,52831
Bermuda,BMU,1973,,,53347
Bermuda,BMU,1974,,,53832
Bermuda,BMU,1975,,,54278
Bermuda,BMU,1976,,,54682
Bermuda,BMU,1977,,,55051
Bermuda,BMU,1978,,,55396
Bermuda,BMU,1979,,,55730
Bermuda,BMU,1980,,,56064
Bermuda,BMU,1981,,,56400
Bermuda,BMU,1982,,,56739
Bermuda,BMU,1983,,,57084
Bermuda,BMU,1984,,,57441
Bermuda,BMU,1985,,,57812
Bermuda,BMU,1986,,,58201
Bermuda,BMU,1987,,,58606
Bermuda,BMU,1988,,,59016
Bermuda,BMU,1989,,,59416
Bermuda,BMU,1990,,,59795
Bermuda,BMU,1991,,,60150
Bermuda,BMU,1992,,,60483
Bermuda,BMU,1993,,,60799
Bermuda,BMU,1994,,,61104
Bermuda,BMU,1995,,,61405
Bermuda,BMU,1996,,,61701
Bermuda,BMU,1997,,,61990
Bermuda,BMU,1998,,,62275
Bermuda,BMU,1999,,,62555
Bermuda,BMU,2000,,,62834
Bermuda,BMU,2001,,,63112
Bermuda,BMU,2002,,,63388
Bermuda,BMU,2003,,,63655
Bermuda,BMU,2004,,,63905
Bermuda,BMU,2005,,,64130
Bermuda,BMU,2006,,,64328
Bermuda,BMU,2007,,,64502
Bermuda,BMU,2008,,,64657
Bermuda,BMU,2009,,,64802
Bermuda,BMU,2010,,,64941
Bermuda,BMU,2011,,,65077
Bermuda,BMU,2012,,,65208
Bermuda,BMU,2013,,,65335
Bhutan,BTN,1800,,,89989
Bhutan,BTN,1820,,,89989
Bhutan,BTN,1950,,,168377
Bhutan,BTN,1951,,,174400
Bhutan,BTN,1952,,,180287
Bhutan,BTN,1953,,,186067
Bhutan,BTN,1954,,,191769
Bhutan,BTN,1955,,,197421
Bhutan,BTN,1956,,,203054
Bhutan,BTN,1957,,,208696
Bhutan,BTN,1958,,,214379
Bhutan,BTN,1959,,,220133
Bhutan,BTN,1960,,,225993
Bhutan,BTN,1961,,,232000
Bhutan,BTN,1962,,,238201
Bhutan,BTN,1963,,,244653
Bhutan,BTN,1964,,,251419
Bhutan,BTN,1965,,,258559
Bhutan,BTN,1966,,,266072
Bhutan,BTN,1967,,,274000
Bhutan,BTN,1968,,,282495
Bhutan,BTN,1969,,,291747
Bhutan,BTN,1970,,,301879
Bhutan,BTN,1971,,,312929
Bhutan,BTN,1972,,,324815
Bhutan,BTN,1973,,,337370
Bhutan,BTN,1974,,,350365
Bhutan,BTN,1975,,,363603
Bhutan,BTN,1976,,,377068
Bhutan,BTN,1977,,,390732
Bhutan,BTN,1978,,,404375
Bhutan,BTN,1979,,,417734
Bhutan,BTN,1980,,,430633
Bhutan,BTN,1981,,,442648
Bhutan,BTN,1982,,,453793
Bhutan,BTN,1983,,,464831
Bhutan,BTN,1984,,,476846
Bhutan,BTN,1985,,,490438
Bhutan,BTN,1986,,,506423
Bhutan,BTN,1987,,,524133
Bhutan,BTN,1988,,,540918
Bhutan,BTN,1989,,,553157
Bhutan,BTN,1990,1211.6375916468176,,558500
Bhutan,BTN,1991,,,555747
Bhutan,BTN,1992,,,546356
Bhutan,BTN,1993,,,533895
Bhutan,BTN,1994,,,523417
Bhutan,BTN,1995,,,518584
Bhutan,BTN,1996,,,520529
Bhutan,BTN,1997,,,528222
Bhutan,BTN,1998,,,540507
Bhutan,BTN,1999,,,555377
Bhutan,BTN,2000,,,571262
Bhutan,BTN,2001,,,588050
Bhutan,BTN,2002,,,606024
Bhutan,BTN,2003,,17.6,624431
Bhutan,BTN,2004,3269.496877938162,,642400
Bhutan,BTN,2005,3613.1268474763156,,659293
Bhutan,BTN,2006,3650.4430044568157,,674681
Bhutan,BTN,2007,4130.849338678635,8,688581
Bhutan,BTN,2008,,,701363
Bhutan,BTN,2009,,,713665
Bhutan,BTN,2010,,,725940
Bhutan,BTN,2011,,,738267
Bhutan,BTN,2012,,2.2,750443
Bhutan,BTN,2013,,,762313
Bhutan,BTN,2017,,1.5,
Bolivia,BOL,1800,,,1100000
Bolivia,BOL,1820,,,1100000
Bolivia,BOL,1850,,,1374000
Bolivia,BOL,1870,,,1495000
Bolivia,BOL,1900,,,1696000
Bolivia,BOL,1901,,,1710000
Bolivia,BOL,1902,,,1723000
Bolivia,BOL,1903,,,1737000
Bolivia,BOL,1904,,,1751000
Bolivia,BOL,1905,,,1765000
Bolivia,BOL,1906,,,1779000
Bolivia,BOL,1907,,,1793000
Bolivia,BOL,1908,,,1808000
Bolivia,BOL,1909,,,1822000
Bolivia,BOL,1910,,,1837000
Bolivia,BOL,1911,,,1851000
Bolivia,BOL,1912,,,1866000
Bolivia,BOL,1913,,,1881000
Bolivia,BOL,1914,,,1915000
Bolivia,BOL,1915,,,1951000
Bolivia,BOL,1916,,,1986000
Bolivia,BOL,1917,,,2023000
Bolivia,BOL,1918,,,2060000
Bolivia,BOL,1919,,,2098000
Bolivia,BOL,1920,,,2136000
Bolivia,BOL,1921,,,2161000
Bolivia,BOL,1922,,,2186000
Bolivia,BOL,1923,,,2212000
Bolivia,BOL,1924,,,2237000
Bolivia,BOL,1925,,,2263000
Bolivia,BOL,1926,,,2289000
Bolivia,BOL,1927,,,2316000
Bolivia,BOL,1928,,,2343000
Bolivia,BOL,1929,,,2370000
Bolivia,BOL,1930,,,2397000
Bolivia,BOL,1931,,,2425000
Bolivia,BOL,1932,,,2453000
Bolivia,BOL,1933,,,2482000
Bolivia,BOL,1934,,,2511000
Bolivia,BOL,1935,,,2540000
Bolivia,BOL,1936,,,2569000
Bolivia,BOL,1937,,,2599000
Bolivia,BOL,1938,,,2629000
Bolivia,BOL,1939,,,2659000
Bolivia,BOL,1940,,,2690000
Bolivia,BOL,1941,,,2721000
Bolivia,BOL,1942,,,2753000
Bolivia,BOL,1943,,,2785000
Bolivia,BOL,1944,,,2817000
Bolivia,BOL,1945,,,2850000
Bolivia,BOL,1946,,,2883000
Bolivia,BOL,1947,,,2916000
Bolivia,BOL,1948,,,2950000
Bolivia,BOL,1949,,,2984000
Bolivia,BOL,1950,,,2713630
Bolivia,BOL,1951,,,2767960
Bolivia,BOL,1952,,,2824538
Bolivia,BOL,1953,,,2883362
Bolivia,BOL,1954,,,2944416
Bolivia,BOL,1955,,,3007667
Bolivia,BOL,1956,,,3073070
Bolivia,BOL,1957,,,3140563
Bolivia,BOL,1958,,,3210075
Bolivia,BOL,1959,,,3281534
Bolivia,BOL,1960,,,3354895
Bolivia,BOL,1961,,,3430160
Bolivia,BOL,1962,,,3507408
Bolivia,BOL,1963,,,3586804
Bolivia,BOL,1964,,,3668568
Bolivia,BOL,1965,,,3752892
Bolivia,BOL,1966,,,3839751
Bolivia,BOL,1967,,,3929192
Bolivia,BOL,1968,,,4021551
Bolivia,BOL,1969,,,4117259
Bolivia,BOL,1970,,,4216572
Bolivia,BOL,1971,2580.1025737780246,,4319564
Bolivia,BOL,1972,2792.8117340625954,,4426012
Bolivia,BOL,1973,2892.041229890364,,4535500
Bolivia,BOL,1974,3031.795813607362,,4647442
Bolivia,BOL,1975,3437.692484134872,,4761344
Bolivia,BOL,1976,3684.147543484324,,4877275
Bolivia,BOL,1977,3854.096318897782,,4995172
Bolivia,BOL,1978,4086.894704655164,,5114274
Bolivia,BOL,1979,4402.278107477193,,5233624
Bolivia,BOL,1980,5086.164889101581,,5352649
Bolivia,BOL,1981,5224.959026360225,,5471025
Bolivia,BOL,1982,5377.4745106493665,,5589245
Bolivia,BOL,1983,4994.365301109409,,5708585
Bolivia,BOL,1984,4877.862755969276,,5830816
Bolivia,BOL,1985,4718.30815979908,,5957291
Bolivia,BOL,1986,4371.317010242999,,6088253
Bolivia,BOL,1987,3970.493684811679,,6223523
Bolivia,BOL,1988,4068.352358418377,,6363470
Bolivia,BOL,1989,4249.864925808931,,6508417
Bolivia,BOL,1990,4428.251580603025,7.1,6658462
Bolivia,BOL,1991,4475.977297744262,,6813834
Bolivia,BOL,1992,4648.37354787571,,6974168
Bolivia,BOL,1993,4872.511640024332,,7138204
Bolivia,BOL,1994,5258.584447127393,,7304230
Bolivia,BOL,1995,5785.967705400252,,7470925
Bolivia,BOL,1996,6099.163649151672,,7637622
Bolivia,BOL,1997,6522.268776390878,19.3,7804333
Bolivia,BOL,1998,6465.136418558398,,7971237
Bolivia,BOL,1999,6231.92096703391,25.3,8138802
Bolivia,BOL,2000,6840.505274169518,28.6,8307248
Bolivia,BOL,2001,5224.110243486187,22.8,8476709
Bolivia,BOL,2002,6149.198306550823,24.7,8646659
Bolivia,BOL,2003,6279.063720004271,,8815911
Bolivia,BOL,2004,6176.435901750505,13.7,8982917
Bolivia,BOL,2005,6620.0333015210645,19.3,9146655
Bolivia,BOL,2006,8144.624550834865,16.4,9306660
Bolivia,BOL,2007,6524.617130599934,12.4,9463497
Bolivia,BOL,2008,6824.725188036697,11.1,9618466
Bolivia,BOL,2009,6993.218901645991,10.5,9773441
Bolivia,BOL,2010,7495.518620134493,,9929849
Bolivia,BOL,2011,7790.003474777551,7.3,10088108
Bolivia,BOL,2012,8815.516110746708,8.2,10248042
Bolivia,BOL,2013,8725.799928732577,6.9,10409761
Bolivia,BOL,2014,9173.794629488157,5.8,
Bolivia,BOL,2015,,6.4,
Bolivia,BOL,2016,,7.1,
Bosnia and Herzegovina,BIH,1800,,,851806
Bosnia and Herzegovina,BIH,1820,,,851806
Bosnia and Herzegovina,BIH,1950,,,2661293
Bosnia and Herzegovina,BIH,1951,,,2720515
Bosnia and Herzegovina,BIH,1952,,,2779107
Bosnia and Herzegovina,BIH,1953,,,2836208
Bosnia and Herzegovina,BIH,1954,,,2891241
Bosnia and Herzegovina,BIH,1955,,,2943905
Bosnia and Herzegovina,BIH,1956,,,2994194
Bosnia and Herzegovina,BIH,1957,,,3042383
Bosnia and Herzegovina,BIH,1958,,,3088980
Bosnia and Herzegovina,BIH,1959,,,3134654
Bosnia and Herzegovina,BIH,1960,,,3180020
Bosnia and Herzegovina,BIH,1961,,,3225391
Bosnia and Herzegovina,BIH,1962,,,3270585
Bosnia and Herzegovina,BIH,1963,,,3314827
Bosnia and Herzegovina,BIH,1964,,,3357005
Bosnia and Herzegovina,BIH,1965,,,3396402
Bosnia and Herzegovina,BIH,1966,,,3432671
Bosnia and Herzegovina,BIH,1967,,,3466307
Bosnia and Herzegovina,BIH,1968,,,3498470
Bosnia and Herzegovina,BIH,1969,,,3530780
Bosnia and Herzegovina,BIH,1970,,,3564389
Bosnia and Herzegovina,BIH,1971,,,3599885
Bosnia and Herzegovina,BIH,1972,,,3636930
Bosnia and Herzegovina,BIH,1973,,,3674638
Bosnia and Herzegovina,BIH,1974,,,3711662
Bosnia and Herzegovina,BIH,1975,,,3747109
Bosnia and Herzegovina,BIH,1976,,,3780559
Bosnia and Herzegovina,BIH,1977,,,3812557
Bosnia and Herzegovina,BIH,1978,,,3844329
Bosnia and Herzegovina,BIH,1979,,,3877598
Bosnia and Herzegovina,BIH,1980,,,3913536
Bosnia and Herzegovina,BIH,1981,,,3949509
Bosnia and Herzegovina,BIH,1982,,,3984259
Bosnia and Herzegovina,BIH,1983,,,4021590
Bosnia and Herzegovina,BIH,1984,,,4066739
Bosnia and Herzegovina,BIH,1985,,,4121595
Bosnia and Herzegovina,BIH,1986,,,4194370
Bosnia and Herzegovina,BIH,1987,,,4279632
Bosnia and Herzegovina,BIH,1988,,,4349682
Bosnia and Herzegovina,BIH,1989,,,4367069
Bosnia and Herzegovina,BIH,1990,18285.217369094808,,4308197
Bosnia and Herzegovina,BIH,1991,16804.428627210655,,4157485
Bosnia and Herzegovina,BIH,1992,12205.402084944339,,3931372
Bosnia and Herzegovina,BIH,1993,10544.557723717642,,3677379
Bosnia and Herzegovina,BIH,1994,4226.52538381125,,3462032
Bosnia and Herzegovina,BIH,1995,4520.995964317822,,3332098
Bosnia and Herzegovina,BIH,1996,5369.05255506195,,3305672
Bosnia and Herzegovina,BIH,1997,8350.809677779553,,3365616
Bosnia and Herzegovina,BIH,1998,10384.374108948581,,3480285
Bosnia and Herzegovina,BIH,1999,10252.440505991031,,3601438
Bosnia and Herzegovina,BIH,2000,13419.325771642383,,3693698
Bosnia and Herzegovina,BIH,2001,12952.475968396942,0.3,3748370
Bosnia and Herzegovina,BIH,2002,13571.834934889386,,3775883
Bosnia and Herzegovina,BIH,2003,13537.213807406566,,3782717
Bosnia and Herzegovina,BIH,2004,14791.394448503937,0.2,3781358
Bosnia and Herzegovina,BIH,2005,15500.321962274556,,3781001
Bosnia and Herzegovina,BIH,2006,16309.047556428624,,3781588
Bosnia and Herzegovina,BIH,2007,16345.129883412812,0.1,3779034
Bosnia and Herzegovina,BIH,2008,18421.911298201518,,3774164
Bosnia and Herzegovina,BIH,2009,19300.14648099949,,3767683
Bosnia and Herzegovina,BIH,2010,20251.513133502627,,3760149
Bosnia and Herzegovina,BIH,2011,22528.005161479225,0.1,3752228
Bosnia and Herzegovina,BIH,2012,21307.832358423366,,3744235
Bosnia and Herzegovina,BIH,2013,20821.106058559275,,3735880
Bosnia and Herzegovina,BIH,2014,25516.871005680867,,
Bosnia and Herzegovina,BIH,2015,,0.2,
Botswana,BWA,1800,,,121000
Botswana,BWA,1904,,,121000
Botswana,BWA,1911,,,125000
Botswana,BWA,1921,,,153000
Botswana,BWA,1936,,,266000
Botswana,BWA,1946,,,296000
Botswana,BWA,1950,,,412533
Botswana,BWA,1951,,,425268
Botswana,BWA,1952,,,437177
Botswana,BWA,1953,,,448428
Botswana,BWA,1954,,,459195
Botswana,BWA,1955,,,469656
Botswana,BWA,1956,,,479998
Botswana,BWA,1957,,,490411
Botswana,BWA,1958,,,501090
Botswana,BWA,1959,,,512228
Botswana,BWA,1960,,,523997
Botswana,BWA,1961,,,536540
Botswana,BWA,1962,,,549953
Botswana,BWA,1963,,,564277
Botswana,BWA,1964,,,579518
Botswana,BWA,1965,,,595697
Botswana,BWA,1966,,,612903
Botswana,BWA,1967,,,631226
Botswana,BWA,1968,,,650676
Botswana,BWA,1969,,,671247
Botswana,BWA,1970,,,692959
Botswana,BWA,1971,,,715745
Botswana,BWA,1972,,,739683
Botswana,BWA,1973,,,765101
Botswana,BWA,1974,,,792432
Botswana,BWA,1975,,,821942
Botswana,BWA,1976,,,853774
Botswana,BWA,1977,,,887716
Botswana,BWA,1978,,,923234
Botswana,BWA,1979,,,959584
Botswana,BWA,1980,,,996211
Botswana,BWA,1981,8453.121474734618,,1032889
Botswana,BWA,1982,8550.683072324375,,1069707
Botswana,BWA,1983,8339.979354113331,,1106802
Botswana,BWA,1984,8231.800090680732,,1144442
Botswana,BWA,1985,8418.667259825388,42.6,1182803
Botswana,BWA,1986,8937.659882133335,,1221790
Botswana,BWA,1987,8624.474434357293,,1261235
Botswana,BWA,1988,9857.132947923601,,1301146
Botswana,BWA,1989,10236.421757149772,,1341540
Botswana,BWA,1990,10282.766671601672,,1382371
Botswana,BWA,1991,10185.923326305412,,1423570
Botswana,BWA,1992,11422.920712746585,,1464924
Botswana,BWA,1993,11159.296751908256,34.8,1506037
Botswana,BWA,1994,10723.964219487912,,1546414
Botswana,BWA,1995,10727.47267531454,,1585637
Botswana,BWA,1996,10237.852617732498,,1623704
Botswana,BWA,1997,10521.509133598141,,1660538
Botswana,BWA,1998,11649.441090065155,,1695587
Botswana,BWA,1999,11816.081423080179,,1728179
Botswana,BWA,2000,12080.701696425484,,1757925
Botswana,BWA,2001,12037.065076484327,,1784449
Botswana,BWA,2002,12055.381748843974,29.8,1808103
Botswana,BWA,2003,11854.09970631901,,1830127
Botswana,BWA,2004,11498.043338271389,,1852243
Botswana,BWA,2005,11696.107033319517,,1875673
Botswana,BWA,2006,11905.578902452851,,1900905
Botswana,BWA,2007,12110.250363818875,,1927540
Botswana,BWA,2008,12605.405361109064,,1954822
Botswana,BWA,2009,11558.723822934899,18.2,1981576
Botswana,BWA,2010,12432.211675615212,,2006945
Botswana,BWA,2011,11731.670562495972,,2030738
Botswana,BWA,2012,13063.196698439433,,2053237
Botswana,BWA,2013,13560.917878118282,,2074616
Botswana,BWA,2014,14568.668262493395,,
Brazil,BRA,1700,,,1250000
Brazil,BRA,1800,,,3639636
Brazil,BRA,1820,,,4507000
Brazil,BRA,1850,,,7234000
Brazil,BRA,1870,,,9797000
Brazil,BRA,1871,,,9980000
Brazil,BRA,1872,,,10167000
Brazil,BRA,1873,,,10358000
Brazil,BRA,1874,,,10552000
Brazil,BRA,1875,,,10749000
Brazil,BRA,1876,,,10951000
Brazil,BRA,1877,,,11156000
Brazil,BRA,1878,,,11365000
Brazil,BRA,1879,,,11578000
Brazil,BRA,1880,,,11794000
Brazil,BRA,1881,,,12015000
Brazil,BRA,1882,,,12240000
Brazil,BRA,1883,,,12470000
Brazil,BRA,1884,,,12703000
Brazil,BRA,1885,,,12941000
Brazil,BRA,1886,,,13183000
Brazil,BRA,1887,,,13430000
Brazil,BRA,1888,,,13682000
Brazil,BRA,1889,,,13938000
Brazil,BRA,1890,,,14199000
Brazil,BRA,1891,,,14539000
Brazil,BRA,1892,,,14886000
Brazil,BRA,1893,,,15242000
Brazil,BRA,1894,,,15607000
Brazil,BRA,1895,,,15980000
Brazil,BRA,1896,,,16362000
Brazil,BRA,1897,,,16753000
Brazil,BRA,1898,,,17154000
Brazil,BRA,1899,,,17564000
Brazil,BRA,1900,,,17984000
Brazil,BRA,1901,,,18392000
Brazil,BRA,1902,,,18782000
Brazil,BRA,1903,,,19180000
Brazil,BRA,1904,,,19587000
Brazil,BRA,1905,,,20003000
Brazil,BRA,1906,,,20427000
Brazil,BRA,1907,,,20860000
Brazil,BRA,1908,,,21303000
Brazil,BRA,1909,,,21754000
Brazil,BRA,1910,,,22216000
Brazil,BRA,1911,,,22687000
Brazil,BRA,1912,,,23168000
Brazil,BRA,1913,,,23660000
Brazil,BRA,1914,,,24161000
Brazil,BRA,1915,,,24674000
Brazil,BRA,1916,,,25197000
Brazil,BRA,1917,,,25732000
Brazil,BRA,1918,,,26277000
Brazil,BRA,1919,,,26835000
Brazil,BRA,1920,,,27404000
Brazil,BRA,1921,,,27969000
Brazil,BRA,1922,,,28542000
Brazil,BRA,1923,,,29126000
Brazil,BRA,1924,,,29723000
Brazil,BRA,1925,,,30332000
Brazil,BRA,1926,,,30953000
Brazil,BRA,1927,,,31587000
Brazil,BRA,1928,,,32234000
Brazil,BRA,1929,,,32894000
Brazil,BRA,1930,,,33568000
Brazil,BRA,1931,,,34256000
Brazil,BRA,1932,,,34957000
Brazil,BRA,1933,,,35673000
Brazil,BRA,1934,,,36404000
Brazil,BRA,1935,,,37150000
Brazil,BRA,1936,,,37911000
Brazil,BRA,1937,,,38687000
Brazil,BRA,1938,,,39480000
Brazil,BRA,1939,,,40289000
Brazil,BRA,1940,,,41114000
Brazil,BRA,1941,,,42069000
Brazil,BRA,1942,,,43069000
Brazil,BRA,1943,,,44093000
Brazil,BRA,1944,,,45141000
Brazil,BRA,1945,,,46215000
Brazil,BRA,1946,,,47313000
Brazil,BRA,1947,,,48438000
Brazil,BRA,1948,,,49590000
Brazil,BRA,1949,,,50769000
Brazil,BRA,1950,,,53974725
Brazil,BRA,1951,,,55669001
Brazil,BRA,1952,,,57422674
Brazil,BRA,1953,,,59215974
Brazil,BRA,1954,,,61036582
Brazil,BRA,1955,,,62879616
Brazil,BRA,1956,,,64748101
Brazil,BRA,1957,,,66652501
Brazil,BRA,1958,,,68609363
Brazil,BRA,1959,,,70639029
Brazil,BRA,1960,,,72758801
Brazil,BRA,1961,,,74975656
Brazil,BRA,1962,,,77279855
Brazil,BRA,1963,,,79642214
Brazil,BRA,1964,,,82021855
Brazil,BRA,1965,,,84388983
Brazil,BRA,1966,,,86735163
Brazil,BRA,1967,,,89068235
Brazil,BRA,1968,,,91394916
Brazil,BRA,1969,,,93727990
Brazil,BRA,1970,,,96078304
Brazil,BRA,1971,8304.26755043472,,98445131
Brazil,BRA,1972,8686.239313570497,,100828667
Brazil,BRA,1973,9293.981883656681,,103242395
Brazil,BRA,1974,9656.587307792572,,105703409
Brazil,BRA,1975,9844.2017151417,,108224080
Brazil,BRA,1976,10089.359757038645,,110804816
Brazil,BRA,1977,10181.674417662203,,113442106
Brazil,BRA,1978,10580.012703838145,,116138507
Brazil,BRA,1979,10986.593224828388,,118895875
Brazil,BRA,1980,10928.453326100569,,121711864
Brazil,BRA,1981,10241.366599364093,21.4,124588432
Brazil,BRA,1982,10173.439469027178,21.8,127514673
Brazil,BRA,1983,10191.568958257218,27.7,130459023
Brazil,BRA,1984,10608.998100642311,26.9,133380123
Brazil,BRA,1985,11088.015658167988,23.1,136246764
Brazil,BRA,1986,11370.095868746474,10.5,139049440
Brazil,BRA,1987,11579.983508512229,17.8,141791325
Brazil,BRA,1988,11513.88021622713,20.1,144470377
Brazil,BRA,1989,11530.461102642003,18.3,147088677
Brazil,BRA,1990,10917.866587118653,21.6,149650206
Brazil,BRA,1991,10932.21596463513,,152146887
Brazil,BRA,1992,10861.26390555779,20.9,154582103
Brazil,BRA,1993,10951.092481893747,19.9,156985824
Brazil,BRA,1994,11342.922258605322,,159398558
Brazil,BRA,1995,11543.874505094416,13,161848162
Brazil,BRA,1996,11964.964295300751,14.2,164342524
Brazil,BRA,1997,12374.878679816711,14,166869168
Brazil,BRA,1998,12476.24610943463,12.7,169409713
Brazil,BRA,1999,12567.855966699222,13.4,171936271
Brazil,BRA,2000,12436.394722690737,,174425387
Brazil,BRA,2001,12478.028072749374,11.6,176877135
Brazil,BRA,2002,12637.584823513129,10.3,179289227
Brazil,BRA,2003,12681.223817240325,11.1,181633074
Brazil,BRA,2004,13222.9406656626,9.7,183873377
Brazil,BRA,2005,13397.950027873514,8.6,185986964
Brazil,BRA,2006,13710.03602869215,7.2,187958211
Brazil,BRA,2007,14335.157557215482,6.8,189798070
Brazil,BRA,2008,14980.804030732275,5.6,191543237
Brazil,BRA,2009,14348.554744500781,5.4,193246610
Brazil,BRA,2010,15712.466057880349,,194946470
Brazil,BRA,2011,15806.593029523987,4.7,196655014
Brazil,BRA,2012,16337.303800211239,3.8,198360943
Brazil,BRA,2013,16877.081559940594,3.8,200050487
Brazil,BRA,2014,17269.6967987363,2.8,
Brazil,BRA,2015,,3.4,
British Virgin Islands,VGB,1800,,,6700
British Virgin Islands,VGB,1841,,,6700
British Virgin Islands,VGB,1871,,,6700
British Virgin Islands,VGB,1881,,,5300
British Virgin Islands,VGB,1891,,,4600
British Virgin Islands,VGB,1901,,,4900
British Virgin Islands,VGB,1911,,,5600
British Virgin Islands,VGB,1921,,,5100
British Virgin Islands,VGB,1946,,,6500
